====================================================================================================
Logging file for python script in Intensity Distribution.Experiment 1 (Anonymous): Exp1_LIC_GASD
.py
| The recreation of Experiment 1: comparison between LIC and GASD. 
Started at 2024-05-19 12:15:55.311141 with command:
> python Exp1_LIC_GASD.py --exp T1_CTr_LIC_sig0_01
====================================================================================================

2024-05-19 12:15:57.377195 | Iteration 1: similarity = 2.17e-01, loss = 5.49e+00, dice = 5.93e-01
2024-05-19 12:15:59.302325 | Iteration 2: similarity = 2.27e-01, loss = 4.13e+00, dice = 6.22e-01
2024-05-19 12:16:01.193276 | Iteration 3: similarity = 2.48e-01, loss = 3.42e+00, dice = 6.47e-01
2024-05-19 12:16:03.096445 | Iteration 4: similarity = 2.65e-01, loss = 2.69e+00, dice = 6.71e-01
2024-05-19 12:16:05.001904 | Iteration 5: similarity = 2.74e-01, loss = 2.46e+00, dice = 6.81e-01
2024-05-19 12:16:06.881228 | Iteration 6: similarity = 2.82e-01, loss = 2.20e+00, dice = 6.88e-01
2024-05-19 12:16:08.796445 | Iteration 7: similarity = 2.90e-01, loss = 1.96e+00, dice = 6.95e-01
2024-05-19 12:16:10.718474 | Iteration 8: similarity = 2.96e-01, loss = 1.76e+00, dice = 7.02e-01
2024-05-19 12:16:12.640818 | Iteration 9: similarity = 3.01e-01, loss = 1.57e+00, dice = 7.06e-01
2024-05-19 12:16:14.533619 | Iteration 10: similarity = 3.05e-01, loss = 1.42e+00, dice = 7.09e-01
2024-05-19 12:16:16.432668 | Iteration 11: similarity = 3.09e-01, loss = 1.28e+00, dice = 7.12e-01
2024-05-19 12:16:18.337217 | Iteration 12: similarity = 3.12e-01, loss = 1.16e+00, dice = 7.15e-01
2024-05-19 12:16:20.223482 | Iteration 13: similarity = 3.15e-01, loss = 1.05e+00, dice = 7.17e-01
2024-05-19 12:16:22.116396 | Iteration 14: similarity = 3.18e-01, loss = 9.54e-01, dice = 7.19e-01
2024-05-19 12:16:24.012731 | Iteration 15: similarity = 3.21e-01, loss = 8.65e-01, dice = 7.21e-01
2024-05-19 12:16:25.932570 | Iteration 16: similarity = 3.23e-01, loss = 7.84e-01, dice = 7.23e-01
2024-05-19 12:16:27.816613 | Iteration 17: similarity = 3.25e-01, loss = 7.09e-01, dice = 7.24e-01
2024-05-19 12:16:29.699101 | Iteration 18: similarity = 3.27e-01, loss = 6.41e-01, dice = 7.25e-01
2024-05-19 12:16:31.595582 | Iteration 19: similarity = 3.29e-01, loss = 5.78e-01, dice = 7.26e-01
2024-05-19 12:16:33.470659 | Iteration 20: similarity = 3.31e-01, loss = 5.23e-01, dice = 7.27e-01
2024-05-19 12:16:35.359625 | Iteration 21: similarity = 3.33e-01, loss = 4.71e-01, dice = 7.29e-01
2024-05-19 12:16:37.252246 | Iteration 22: similarity = 3.34e-01, loss = 4.24e-01, dice = 7.30e-01
2024-05-19 12:16:39.147831 | Iteration 23: similarity = 3.35e-01, loss = 3.80e-01, dice = 7.30e-01
2024-05-19 12:16:41.031458 | Iteration 24: similarity = 3.36e-01, loss = 3.41e-01, dice = 7.32e-01
2024-05-19 12:16:42.930960 | Iteration 25: similarity = 3.37e-01, loss = 3.05e-01, dice = 7.33e-01
2024-05-19 12:16:44.814575 | Iteration 26: similarity = 3.38e-01, loss = 2.73e-01, dice = 7.34e-01
2024-05-19 12:16:46.707764 | Iteration 27: similarity = 3.39e-01, loss = 2.43e-01, dice = 7.34e-01
2024-05-19 12:16:48.593810 | Iteration 28: similarity = 3.40e-01, loss = 2.17e-01, dice = 7.34e-01
2024-05-19 12:16:50.466380 | Iteration 29: similarity = 3.40e-01, loss = 1.94e-01, dice = 7.35e-01
2024-05-19 12:16:52.374971 | Iteration 30: similarity = 3.41e-01, loss = 1.74e-01, dice = 7.35e-01
2024-05-19 12:16:54.285002 | Iteration 31: similarity = 3.42e-01, loss = 1.56e-01, dice = 7.36e-01
2024-05-19 12:16:56.186655 | Iteration 32: similarity = 3.42e-01, loss = 1.41e-01, dice = 7.37e-01
2024-05-19 12:16:58.095400 | Iteration 33: similarity = 3.43e-01, loss = 1.28e-01, dice = 7.38e-01
2024-05-19 12:16:59.977364 | Iteration 34: similarity = 3.43e-01, loss = 1.17e-01, dice = 7.39e-01
2024-05-19 12:17:01.857576 | Iteration 35: similarity = 3.43e-01, loss = 1.08e-01, dice = 7.39e-01
2024-05-19 12:17:03.748650 | Iteration 36: similarity = 3.44e-01, loss = 1.00e-01, dice = 7.40e-01
2024-05-19 12:17:05.637961 | Iteration 37: similarity = 3.44e-01, loss = 9.40e-02, dice = 7.40e-01
2024-05-19 12:17:07.538645 | Iteration 38: similarity = 3.45e-01, loss = 8.94e-02, dice = 7.41e-01
2024-05-19 12:17:09.428455 | Iteration 39: similarity = 3.45e-01, loss = 8.53e-02, dice = 7.41e-01
2024-05-19 12:17:11.325077 | Iteration 40: similarity = 3.45e-01, loss = 8.22e-02, dice = 7.42e-01
2024-05-19 12:17:13.214325 | Iteration 41: similarity = 3.46e-01, loss = 8.06e-02, dice = 7.43e-01
2024-05-19 12:17:15.110040 | Iteration 42: similarity = 3.46e-01, loss = 7.91e-02, dice = 7.43e-01
2024-05-19 12:17:16.993265 | Iteration 43: similarity = 3.46e-01, loss = 7.76e-02, dice = 7.43e-01
2024-05-19 12:17:18.884802 | Iteration 44: similarity = 3.47e-01, loss = 7.72e-02, dice = 7.43e-01
2024-05-19 12:17:20.757599 | Iteration 45: similarity = 3.47e-01, loss = 7.74e-02, dice = 7.43e-01
2024-05-19 12:17:22.648005 | Iteration 46: similarity = 3.48e-01, loss = 7.74e-02, dice = 7.45e-01
2024-05-19 12:17:24.548632 | Iteration 47: similarity = 3.48e-01, loss = 7.80e-02, dice = 7.45e-01
2024-05-19 12:17:26.439173 | Iteration 48: similarity = 3.49e-01, loss = 7.86e-02, dice = 7.45e-01
2024-05-19 12:17:28.333584 | Iteration 49: similarity = 3.49e-01, loss = 7.96e-02, dice = 7.45e-01
2024-05-19 12:17:30.240252 | Iteration 50: similarity = 3.50e-01, loss = 8.06e-02, dice = 7.44e-01
2024-05-19 12:17:32.143742 | Iteration 51: similarity = 3.50e-01, loss = 8.18e-02, dice = 7.45e-01
2024-05-19 12:17:34.050863 | Iteration 52: similarity = 3.50e-01, loss = 8.32e-02, dice = 7.45e-01
2024-05-19 12:17:35.928055 | Iteration 53: similarity = 3.51e-01, loss = 8.47e-02, dice = 7.45e-01
2024-05-19 12:17:37.834482 | Iteration 54: similarity = 3.51e-01, loss = 8.59e-02, dice = 7.46e-01
2024-05-19 12:17:39.727644 | Iteration 55: similarity = 3.52e-01, loss = 8.77e-02, dice = 7.45e-01
2024-05-19 12:17:41.610576 | Iteration 56: similarity = 3.52e-01, loss = 8.88e-02, dice = 7.46e-01
2024-05-19 12:17:43.516998 | Iteration 57: similarity = 3.53e-01, loss = 9.08e-02, dice = 7.46e-01
2024-05-19 12:17:45.414931 | Iteration 58: similarity = 3.53e-01, loss = 9.20e-02, dice = 7.46e-01
2024-05-19 12:17:47.328110 | Iteration 59: similarity = 3.54e-01, loss = 9.35e-02, dice = 7.46e-01
2024-05-19 12:17:49.204160 | Iteration 60: similarity = 3.54e-01, loss = 9.47e-02, dice = 7.46e-01
2024-05-19 12:17:51.105017 | Iteration 61: similarity = 3.54e-01, loss = 9.65e-02, dice = 7.46e-01
2024-05-19 12:17:52.986249 | Iteration 62: similarity = 3.55e-01, loss = 9.81e-02, dice = 7.45e-01
2024-05-19 12:17:54.861814 | Iteration 63: similarity = 3.55e-01, loss = 1.00e-01, dice = 7.45e-01
2024-05-19 12:17:56.738970 | Iteration 64: similarity = 3.56e-01, loss = 1.02e-01, dice = 7.46e-01
2024-05-19 12:17:58.633165 | Iteration 65: similarity = 3.56e-01, loss = 1.03e-01, dice = 7.46e-01
2024-05-19 12:18:00.508699 | Iteration 66: similarity = 3.57e-01, loss = 1.05e-01, dice = 7.45e-01
2024-05-19 12:18:02.399261 | Iteration 67: similarity = 3.57e-01, loss = 1.06e-01, dice = 7.46e-01
2024-05-19 12:18:04.288072 | Iteration 68: similarity = 3.57e-01, loss = 1.08e-01, dice = 7.46e-01
2024-05-19 12:18:06.157582 | Iteration 69: similarity = 3.58e-01, loss = 1.09e-01, dice = 7.46e-01
2024-05-19 12:18:08.038091 | Iteration 70: similarity = 3.58e-01, loss = 1.11e-01, dice = 7.46e-01
2024-05-19 12:18:09.943471 | Iteration 71: similarity = 3.58e-01, loss = 1.13e-01, dice = 7.45e-01
2024-05-19 12:18:11.832158 | Iteration 72: similarity = 3.59e-01, loss = 1.14e-01, dice = 7.45e-01
2024-05-19 12:18:13.729184 | Iteration 73: similarity = 3.59e-01, loss = 1.16e-01, dice = 7.45e-01
2024-05-19 12:18:15.628016 | Iteration 74: similarity = 3.60e-01, loss = 1.17e-01, dice = 7.45e-01
2024-05-19 12:18:17.514196 | Iteration 75: similarity = 3.60e-01, loss = 1.18e-01, dice = 7.46e-01
2024-05-19 12:18:19.401854 | Iteration 76: similarity = 3.60e-01, loss = 1.20e-01, dice = 7.45e-01
2024-05-19 12:18:21.315152 | Iteration 77: similarity = 3.61e-01, loss = 1.21e-01, dice = 7.45e-01
2024-05-19 12:18:23.201730 | Iteration 78: similarity = 3.61e-01, loss = 1.22e-01, dice = 7.45e-01
2024-05-19 12:18:25.095979 | Iteration 79: similarity = 3.61e-01, loss = 1.23e-01, dice = 7.44e-01
2024-05-19 12:18:26.994676 | Iteration 80: similarity = 3.62e-01, loss = 1.23e-01, dice = 7.45e-01
2024-05-19 12:18:28.878475 | Iteration 81: similarity = 3.62e-01, loss = 1.25e-01, dice = 7.45e-01
2024-05-19 12:18:30.798467 | Iteration 82: similarity = 3.62e-01, loss = 1.25e-01, dice = 7.44e-01
2024-05-19 12:18:32.694561 | Iteration 83: similarity = 3.63e-01, loss = 1.26e-01, dice = 7.44e-01
2024-05-19 12:18:34.582249 | Iteration 84: similarity = 3.63e-01, loss = 1.27e-01, dice = 7.44e-01
2024-05-19 12:18:36.466008 | Iteration 85: similarity = 3.63e-01, loss = 1.28e-01, dice = 7.44e-01
2024-05-19 12:18:38.355348 | Iteration 86: similarity = 3.64e-01, loss = 1.28e-01, dice = 7.44e-01
2024-05-19 12:18:40.243745 | Iteration 87: similarity = 3.64e-01, loss = 1.29e-01, dice = 7.44e-01
2024-05-19 12:18:42.126722 | Iteration 88: similarity = 3.64e-01, loss = 1.29e-01, dice = 7.44e-01
2024-05-19 12:18:44.016722 | Iteration 89: similarity = 3.65e-01, loss = 1.29e-01, dice = 7.43e-01
2024-05-19 12:18:45.896931 | Iteration 90: similarity = 3.65e-01, loss = 1.29e-01, dice = 7.43e-01
2024-05-19 12:18:47.789753 | Iteration 91: similarity = 3.65e-01, loss = 1.29e-01, dice = 7.43e-01
2024-05-19 12:18:49.656019 | Iteration 92: similarity = 3.66e-01, loss = 1.29e-01, dice = 7.43e-01
2024-05-19 12:18:51.557256 | Iteration 93: similarity = 3.66e-01, loss = 1.29e-01, dice = 7.43e-01
2024-05-19 12:18:53.441213 | Iteration 94: similarity = 3.66e-01, loss = 1.30e-01, dice = 7.42e-01
2024-05-19 12:18:55.329023 | Iteration 95: similarity = 3.66e-01, loss = 1.28e-01, dice = 7.43e-01
2024-05-19 12:18:57.240557 | Iteration 96: similarity = 3.67e-01, loss = 1.29e-01, dice = 7.42e-01
2024-05-19 12:18:59.136850 | Iteration 97: similarity = 3.67e-01, loss = 1.28e-01, dice = 7.42e-01
2024-05-19 12:19:01.031823 | Iteration 98: similarity = 3.67e-01, loss = 1.28e-01, dice = 7.42e-01
