====================================================================================================
Logging file for python script in Intensity Distribution.Experiment 1 (Anonymous): Exp1_LIC_GASD
.py
| The recreation of Experiment 1: comparison between LIC and GASD. 
Started at 2024-05-19 04:11:00.365154 with command:
> python Exp1_LIC_GASD.py --exp T1_CTr_GASD_sig0_01
====================================================================================================

2024-05-19 04:11:02.259968 | Iteration 1: similarity = -1.20e-02, loss = 6.91e-02, dice = 5.93e-01
2024-05-19 04:11:04.068826 | Iteration 2: similarity = -8.04e-03, loss = 4.25e-02, dice = 6.27e-01
2024-05-19 04:11:05.841796 | Iteration 3: similarity = -5.04e-03, loss = 3.39e-02, dice = 6.33e-01
2024-05-19 04:11:07.607694 | Iteration 4: similarity = -3.68e-03, loss = 3.21e-02, dice = 6.34e-01
2024-05-19 04:11:09.372401 | Iteration 5: similarity = -2.96e-03, loss = 3.10e-02, dice = 6.35e-01
2024-05-19 04:11:11.136212 | Iteration 6: similarity = -2.53e-03, loss = 2.95e-02, dice = 6.35e-01
2024-05-19 04:11:12.915654 | Iteration 7: similarity = -2.15e-03, loss = 2.79e-02, dice = 6.35e-01
2024-05-19 04:11:14.705209 | Iteration 8: similarity = -1.91e-03, loss = 2.66e-02, dice = 6.35e-01
2024-05-19 04:11:16.483690 | Iteration 9: similarity = -1.73e-03, loss = 2.54e-02, dice = 6.35e-01
2024-05-19 04:11:18.269501 | Iteration 10: similarity = -1.61e-03, loss = 2.43e-02, dice = 6.35e-01
2024-05-19 04:11:20.043115 | Iteration 11: similarity = -1.47e-03, loss = 2.32e-02, dice = 6.36e-01
2024-05-19 04:11:21.818536 | Iteration 12: similarity = -1.39e-03, loss = 2.22e-02, dice = 6.37e-01
2024-05-19 04:11:23.596233 | Iteration 13: similarity = -1.29e-03, loss = 2.12e-02, dice = 6.37e-01
2024-05-19 04:11:25.361109 | Iteration 14: similarity = -1.21e-03, loss = 2.04e-02, dice = 6.38e-01
2024-05-19 04:11:27.146444 | Iteration 15: similarity = -1.15e-03, loss = 1.95e-02, dice = 6.40e-01
2024-05-19 04:11:28.923999 | Iteration 16: similarity = -1.11e-03, loss = 1.87e-02, dice = 6.41e-01
2024-05-19 04:11:30.714998 | Iteration 17: similarity = -1.05e-03, loss = 1.79e-02, dice = 6.41e-01
2024-05-19 04:11:32.499855 | Iteration 18: similarity = -1.01e-03, loss = 1.72e-02, dice = 6.42e-01
2024-05-19 04:11:34.275023 | Iteration 19: similarity = -9.66e-04, loss = 1.65e-02, dice = 6.43e-01
2024-05-19 04:11:36.059705 | Iteration 20: similarity = -9.35e-04, loss = 1.59e-02, dice = 6.45e-01
2024-05-19 04:11:37.849431 | Iteration 21: similarity = -9.04e-04, loss = 1.52e-02, dice = 6.46e-01
2024-05-19 04:11:39.634611 | Iteration 22: similarity = -8.73e-04, loss = 1.46e-02, dice = 6.48e-01
2024-05-19 04:11:41.415199 | Iteration 23: similarity = -8.47e-04, loss = 1.41e-02, dice = 6.50e-01
2024-05-19 04:11:43.188720 | Iteration 24: similarity = -8.19e-04, loss = 1.35e-02, dice = 6.51e-01
2024-05-19 04:11:44.964267 | Iteration 25: similarity = -7.96e-04, loss = 1.30e-02, dice = 6.53e-01
2024-05-19 04:11:46.734887 | Iteration 26: similarity = -7.75e-04, loss = 1.26e-02, dice = 6.55e-01
2024-05-19 04:11:48.519581 | Iteration 27: similarity = -7.56e-04, loss = 1.21e-02, dice = 6.56e-01
2024-05-19 04:11:50.304983 | Iteration 28: similarity = -7.39e-04, loss = 1.17e-02, dice = 6.57e-01
2024-05-19 04:11:52.085638 | Iteration 29: similarity = -7.24e-04, loss = 1.13e-02, dice = 6.58e-01
