====================================================================================================
Logging file for python script in Intensity Distribution.Experiment 1 (Anonymous): Exp1_LIC_GASD
.py
| The recreation of Experiment 1: comparison between LIC and GASD. 
Started at 2024-05-19 19:29:27.574302 with command:
> python Exp1_LIC_GASD.py --exp T1_CTr_LIC_noise_sig0
====================================================================================================

2024-05-19 19:29:29.975792 | Iteration 1: similarity = 2.43e-01, loss = 5.46e+00, dice = 5.93e-01
2024-05-19 19:29:32.167998 | Iteration 2: similarity = 2.49e-01, loss = 4.11e+00, dice = 6.20e-01
2024-05-19 19:29:34.348155 | Iteration 3: similarity = 2.68e-01, loss = 3.41e+00, dice = 6.42e-01
2024-05-19 19:29:36.483349 | Iteration 4: similarity = 2.84e-01, loss = 2.69e+00, dice = 6.64e-01
2024-05-19 19:29:38.820126 | Iteration 5: similarity = 2.90e-01, loss = 2.46e+00, dice = 6.73e-01
2024-05-19 19:29:41.046326 | Iteration 6: similarity = 2.98e-01, loss = 2.20e+00, dice = 6.80e-01
2024-05-19 19:29:43.281718 | Iteration 7: similarity = 3.05e-01, loss = 1.96e+00, dice = 6.87e-01
2024-05-19 19:29:45.538196 | Iteration 8: similarity = 3.11e-01, loss = 1.75e+00, dice = 6.93e-01
2024-05-19 19:29:47.717343 | Iteration 9: similarity = 3.16e-01, loss = 1.57e+00, dice = 6.97e-01
2024-05-19 19:29:50.036053 | Iteration 10: similarity = 3.20e-01, loss = 1.41e+00, dice = 7.02e-01
2024-05-19 19:29:52.244415 | Iteration 11: similarity = 3.23e-01, loss = 1.28e+00, dice = 7.05e-01
2024-05-19 19:29:54.395722 | Iteration 12: similarity = 3.27e-01, loss = 1.16e+00, dice = 7.06e-01
2024-05-19 19:29:56.634734 | Iteration 13: similarity = 3.29e-01, loss = 1.05e+00, dice = 7.08e-01
2024-05-19 19:29:58.788391 | Iteration 14: similarity = 3.32e-01, loss = 9.51e-01, dice = 7.10e-01
